PageViews,SessionDuration,BounceRate,TrafficSource,TimeOnPage,PreviousVisits,ConversionRate
3,4.96,0.35,Organic,3.58,3,1
2,6.75,0.18,Paid,5.03,2,1
10,0.04,0.21,Referral,5.68,6,1
3,10.14,0.36,Social,2.29,2,1
2,1.92,0.27,Direct,6.28,3,1
6,4.8,0.3,Referral,4.5,1,1
4,0.41,0.05,Paid,4.44,1,0.9
6,1.51,0.17,Organic,3.26,3,1
2,0.95,0.14,Organic,4.96,1,1
4,1.03,0.03,Organic,6.79,2,1
9,0.39,0.14,Organic,1.49,2,1
10,4.92,0.2,Paid,11.27,2,1
5,0.03,0.1,Organic,7.18,5,1
2,1.12,0.17,Referral,1.3,1,0.8
3,0.57,0.46,Paid,6.23,0,1
7,2.67,0.66,Paid,2.85,2,1
6,0.88,0.05,Paid,1.12,2,1
4,0.9,0.27,Organic,1.99,1,1
2,2.01,0.4,Direct,2.11,6,1
7,3.17,0.46,Organic,5.25,3,1
6,0.39,0.45,Direct,3.24,2,1
7,0.58,0.53,Organic,4.46,3,1
7,0.85,0.26,Paid,5.97,1,1
3,10.92,0.55,Organic,4.94,2,1
3,1.52,0.1,Organic,6.05,3,1
4,2.74,0.18,Paid,1.84,3,1
5,0.83,0.17,Referral,2.63,3,1
2,2.02,0.12,Organic,1.57,0,1
4,0.23,0.14,Paid,2.77,2,1
7,0.11,0.04,Organic,1.64,3,1
5,1.9,0.08,Organic,2.12,1,1
6,1.53,0.49,Direct,1.87,2,0.9
4,0.44,0.27,Social,3.7,1,1
9,3.49,0.45,Paid,8.5,2,1
2,14.84,0.25,Organic,0.59,2,1
6,1.51,0.11,Organic,2.44,3,1
4,2.94,0.34,Direct,5.54,1,1
3,9.89,0.11,Organic,2.17,1,1
6,5.34,0.54,Social,6.82,0,1
7,1.87,0.52,Organic,1.55,2,1
8,4.01,0.24,Direct,2.5,2,1
9,0.41,0.07,Organic,2.32,0,1
5,2.15,0.32,Organic,1.92,0,0.8
4,0.98,0.08,Referral,2.71,0,1
3,0.53,0.3,Direct,6.91,3,1
7,1.67,0.39,Direct,3.7,5,1
4,0.42,0.23,Referral,9.71,2,1
8,3.6,0.34,Social,1.37,4,1
8,1.83,0.51,Paid,8,2,1
1,2.27,0.13,Social,0.33,1,0.6
5,0.47,0.13,Social,5.59,1,1
4,0.45,0.31,Paid,10.53,2,1
3,2.63,0.62,Referral,10.08,1,1
2,12.6,0.19,Paid,1.93,1,1
8,0.3,0.2,Paid,6.16,2,1
8,1.01,0.57,Social,7.51,3,1
3,6.11,0.24,Organic,5.36,2,1
4,0.23,0.2,Organic,2.25,2,1
12,6.26,0.04,Paid,1.7,1,1
3,2.23,0.24,Organic,2.89,2,1
3,1.57,0.15,Paid,5.95,0,1
4,1.11,0.14,Direct,2.44,2,1
3,1.06,0.23,Referral,2.93,6,1
4,1.09,0.24,Social,2.98,0,1
6,6.48,0.09,Organic,5.01,1,1
4,3.86,0.28,Direct,3.35,2,1
3,3.32,0.16,Referral,1.96,2,1
8,4.81,0.4,Organic,1.91,1,1
2,0.89,0.32,Referral,8.27,6,1
3,2.89,0.13,Direct,6.17,0,1
7,1.85,0.42,Organic,4.98,1,1
3,4.58,0.16,Paid,3.75,1,1
7,1.11,0.38,Direct,0.57,3,1
5,3.09,0.23,Organic,7.59,1,1
2,6.42,0.1,Referral,1.99,4,1
9,1.54,0.46,Paid,2.14,1,1
4,0.21,0.11,Organic,5.69,2,1
3,2.18,0.25,Referral,7.61,1,1
1,1.27,0.32,Organic,3.4,0,1
2,3.35,0.23,Social,4.48,3,1
6,9.05,0.15,Organic,0.69,1,1
10,1.99,0.04,Organic,3.65,3,1
6,1.88,0.38,Paid,2.84,2,1
6,3.19,0.51,Organic,4.64,3,1
2,0.33,0.58,Organic,3.99,2,0.9
4,0.88,0.34,Social,1.42,2,0.9
5,7.54,0.09,Direct,6.19,0,1
8,3.33,0.14,Social,5.13,2,1
5,0.04,0.35,Paid,2.6,4,1
3,0.69,0.24,Social,0.93,2,1
1,3.45,0.03,Direct,9.83,1,1
7,4.34,0.22,Paid,3.39,3,1
7,5.5,0.21,Organic,4.63,3,1
4,1.04,0.1,Organic,1.89,2,1
4,8.02,0.22,Paid,5.28,2,1
4,2.42,0.09,Direct,3.71,2,1
9,3.58,0.35,Paid,4.13,3,1
1,2.72,0.21,Referral,1.32,2,1
3,0.39,0.1,Organic,3.82,1,1
4,9.9,0.45,Organic,1.29,1,1
3,0.39,0.28,Paid,5.04,2,1
3,0.88,0.34,Direct,5.19,3,1
